Posting Date,Document Type,Document No.,G/L Account No.,Description,Gen. Posting Type,Gen. Bus. Posting Group,Gen. Prod. Posting Group,Amount,Bal. Account Type,Bal. Account No.,Entry No.,Additional-Currency Amount,Department Code,FA Entry No.,FA Entry Type,G/L Account Name,IC Partner Code,Job No.,Project Code,Quantity,Reason Code,Reversed,Reversed by Entry No.,Reversed Entry No.,Source Code,User ID,VAT Amount
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,733.06,G/L Account,,309,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8410,"Entries, February 2022",Purchase,NATIONAL,MISC,"4,887.09",G/L Account,,310,0.00,SALES,0, ,Advertising,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"1,221.77"
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,"1,221.77",G/L Account,,311,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8420,"Entries, February 2022",Purchase,NATIONAL,MISC,63.91,G/L Account,,312,0.00,ADM,0, ,Entertainment and PR,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,15.98
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,15.98,G/L Account,,313,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8420,"Entries, February 2022",Purchase,NATIONAL,MISC,95.87,G/L Account,,314,0.00,PROD,0, ,Entertainment and PR,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,23.97
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,23.97,G/L Account,,315,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8420,"Entries, February 2022",Purchase,NATIONAL,MISC,159.78,G/L Account,,316,0.00,SALES,0, ,Entertainment and PR,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,39.95
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,39.95,G/L Account,,317,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8430,"Entries, February 2022",Purchase,NATIONAL,NO VAT,542.37,G/L Account,,318,0.00,ADM,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8430,"Entries, February 2022",Purchase,NATIONAL,NO VAT,813.56,G/L Account,,319,0.00,PROD,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8430,"Entries, February 2022",Purchase,NATIONAL,NO VAT,"1,355.93",G/L Account,,320,0.00,SALES,0, ,Travel,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5710,"Entries, February 2022", ,,,53.83,G/L Account,,321,0.00,ADM,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5750,"Entries, February 2022", ,,,26.91,G/L Account,,322,0.00,ADM,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8510,"Entries, February 2022",Purchase,NATIONAL,MISC,78.95,G/L Account,,323,0.00,ADM,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,19.74
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,19.74,G/L Account,,324,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5710,"Entries, February 2022", ,,,80.75,G/L Account,,325,0.00,PROD,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5750,"Entries, February 2022", ,,,40.37,G/L Account,,326,0.00,PROD,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8510,"Entries, February 2022",Purchase,NATIONAL,MISC,118.42,G/L Account,,327,0.00,PROD,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,29.61
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,29.61,G/L Account,,328,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5710,"Entries, February 2022", ,,,134.58,G/L Account,,329,0.00,SALES,0, ,Fuel Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5750,"Entries, February 2022", ,,,67.28,G/L Account,,330,0.00,SALES,0, ,CO2 Tax,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8510,"Entries, February 2022",Purchase,NATIONAL,MISC,197.38,G/L Account,,331,0.00,SALES,0, ,Gasoline and Motor Oil,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,49.34
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,49.34,G/L Account,,332,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8530,"Entries, February 2022",Purchase,NATIONAL,MISC,42.61,G/L Account,,333,0.00,ADM,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,10.65
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,10.65,G/L Account,,334,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8530,"Entries, February 2022",Purchase,NATIONAL,MISC,63.91,G/L Account,,335,0.00,PROD,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,15.98
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,15.98,G/L Account,,336,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8530,"Entries, February 2022",Purchase,NATIONAL,MISC,106.52,G/L Account,,337,0.00,SALES,0, ,Repairs and Maintenance,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,26.63
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,26.63,G/L Account,,338,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8610,"Entries, February 2022", ,,,2.46,G/L Account,,339,0.00,ADM,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8610,"Entries, February 2022", ,,,3.68,G/L Account,,340,0.00,PROD,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8610,"Entries, February 2022", ,,,6.13,G/L Account,,341,0.00,SALES,0, ,Cash Discrepancies,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8640,"Entries, February 2022",Purchase,NATIONAL,MISC,94.61,G/L Account,,342,0.00,ADM,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,23.65
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,23.65,G/L Account,,343,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8640,"Entries, February 2022",Purchase,NATIONAL,MISC,141.91,G/L Account,,344,0.00,PROD,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,35.48
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,35.48,G/L Account,,345,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8640,"Entries, February 2022",Purchase,NATIONAL,MISC,236.52,G/L Account,,346,0.00,SALES,0, ,Miscellaneous,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,59.13
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,59.13,G/L Account,,347,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"21,053.20",G/L Account,,348,0.00,ADM,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"31,579.80",G/L Account,,349,0.00,PROD,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"52,633.00",G/L Account,,350,0.00,SALES,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"2,173.07",G/L Account,,351,0.00,ADM,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"3,259.59",G/L Account,,352,0.00,PROD,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8710,"Entries, February 2022", ,,,"5,432.66",G/L Account,,353,0.00,SALES,0, ,Wages,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8720,"Entries, February 2022", ,,,"6,431.94",G/L Account,,354,0.00,ADM,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8720,"Entries, February 2022", ,,,"9,647.91",G/L Account,,355,0.00,PROD,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8720,"Entries, February 2022", ,,,"16,079.86",G/L Account,,356,0.00,SALES,0, ,Salaries,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8730,"Entries, February 2022", ,,,128.64,G/L Account,,357,0.00,ADM,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8730,"Entries, February 2022", ,,,192.97,G/L Account,,358,0.00,PROD,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8730,"Entries, February 2022", ,,,321.61,G/L Account,,359,0.00,SALES,0, ,Retirement Plan Contributions,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,7150,"Entries, February 2022",Purchase,NATIONAL,MISC,131.96,G/L Account,,360,0.00,ADM,0, ,"Delivery Expenses, Retail",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,32.99
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,32.99,G/L Account,,361,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8910,"Entries, February 2022",Purchase,NATIONAL,MISC,197.94,G/L Account,,362,0.00,PROD,0, ,Other Costs of Operations,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,49.49
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,49.49,G/L Account,,363,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,8450,"Entries, February 2022",Purchase,NATIONAL,MISC,329.90,G/L Account,,364,0.00,SALES,0, ,Delivery Expenses,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,82.48
01/02/2022, ,2022-2,5630,"Entries, February 2022", ,,,82.48,G/L Account,,365,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9240,"Entries, February 2022", ,,,"1,611.95",G/L Account,,366,0.00,ADM,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9240,"Entries, February 2022", ,,,"2,417.92",G/L Account,,367,0.00,PROD,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9240,"Entries, February 2022", ,,,"4,029.87",G/L Account,,368,0.00,SALES,0, ,Finance Charges to Vendors,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9250,"Entries, February 2022", ,,,46.49,G/L Account,,369,0.00,ADM,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9250,"Entries, February 2022", ,,,69.73,G/L Account,,370,0.00,PROD,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9250,"Entries, February 2022", ,,,116.22,G/L Account,,371,0.00,SALES,0, ,Payment Discounts Granted,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9310,"Entries, February 2022", ,,,-8.83,G/L Account,,372,0.00,ADM,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9310,"Entries, February 2022", ,,,-13.25,G/L Account,,373,0.00,PROD,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,9310,"Entries, February 2022", ,,,-22.08,G/L Account,,374,0.00,SALES,0, ,Unrealized FX Gains,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5310,"Entries, February 2022", ,,,"-199,742.39",G/L Account,,375,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,2310,"Entries, February 2022", ,,,"-503,828.45",G/L Account,,376,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,2320,"Entries, February 2022", ,,,"-160,806.43",G/L Account,,377,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5410,"Entries, February 2022", ,,,"303,803.65",G/L Account,,378,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5420,"Entries, February 2022", ,,,"96,948.80",G/L Account,,379,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/02/2022, ,2022-2,5310,"Entries, February 2022", ,,,"263,882.43",G/L Account,,380,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108002,8640,Invoice 108002,Purchase,NATIONAL,MISC,600.00,G/L Account,,381,0.00,PROD,2,Maintenance,Miscellaneous,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,150.00
28/02/2022,Invoice,108002,5630,Invoice 108002, ,,,150.00,G/L Account,,382,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108002,5410,Invoice 108002, ,,,-750.00,G/L Account,,383,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108002,2940,Invoice 108002, ,,,-750.00,Vendor,44127904,384,0.00,,0, ,Giro Account,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108002,5410,Invoice 108002, ,,,750.00,Bank Account,GIRO,385,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108005,8640,Invoice 108005,Purchase,NATIONAL,MISC,"2,000.00",G/L Account,,386,0.00,ADM,3,Maintenance,Miscellaneous,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,500.00
28/02/2022,Invoice,108005,5630,Invoice 108005, ,,,500.00,G/L Account,,387,0.00,ADM,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108005,5410,Invoice 108005, ,,,"-2,500.00",G/L Account,,388,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108005,2940,Invoice 108005, ,,,"-2,500.00",Vendor,44127904,389,0.00,,0, ,Giro Account,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108005,5410,Invoice 108005, ,,,"2,500.00",Bank Account,GIRO,390,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108006,8530,Invoice 108006,Purchase,NATIONAL,MISC,"20,000.00",G/L Account,,391,0.00,ADM,4,Maintenance,Repairs and Maintenance,,,MERCEDES,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,"5,000.00"
28/02/2022,Invoice,108006,5630,Invoice 108006, ,,,"5,000.00",G/L Account,,392,0.00,ADM,0, ,Purchase VAT 25 %,,,MERCEDES,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Invoice,108006,5410,Invoice 108006, ,,,"-25,000.00",G/L Account,,393,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108006,2940,Invoice 108006, ,,,"-25,000.00",Vendor,44127914,394,0.00,,0, ,Giro Account,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022,Payment,108006,5410,Invoice 108006, ,,,"25,000.00",Bank Account,GIRO,395,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,1340,Depreciation February 2022, ,,,-500.00,G/L Account,,396,0.00,ADM,7,Fixed Asset,"Accum. Depreciation, Vehicles",,,MERCEDES,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8830,Depreciation February 2022, ,,,500.00,G/L Account,,397,0.00,ADM,0, ,"Depreciation, Vehicles",,,MERCEDES,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,1240,Depreciation February 2022, ,,,-55.00,G/L Account,,398,0.00,PROD,8,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8820,Depreciation February 2022, ,,,55.00,G/L Account,,399,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,1240,Depreciation February 2022, ,,,-47.00,G/L Account,,400,0.00,PROD,9,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8820,Depreciation February 2022, ,,,47.00,G/L Account,,401,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,1240,Depreciation February 2022, ,,,-85.00,G/L Account,,402,0.00,ADM,10,Fixed Asset,"Accum. Depr., Oper. Equip.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8820,Depreciation February 2022, ,,,26.00,G/L Account,,403,0.00,ADM,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8820,Depreciation February 2022, ,,,17.00,G/L Account,,404,0.00,PROD,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
28/02/2022, ,D2022020001,8820,Depreciation February 2022, ,,,42.00,G/L Account,,405,0.00,SALES,0, ,"Depreciation, Equipment",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022,Invoice,108021,1220,Order 106020,Purchase,NATIONAL,MISC,"3,024.00",G/L Account,,406,0.00,PROD,11,Fixed Asset,Increases during the Year,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,756.00
01/03/2022,Invoice,108021,5630,Order 106020, ,,,756.00,G/L Account,,407,0.00,PROD,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
01/03/2022,Invoice,108021,5410,Order 106020, ,,,"-3,780.00",G/L Account,,408,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
01/03/2022,Payment,108021,2940,Order 106020, ,,,"-3,780.00",Vendor,44127904,409,0.00,,0, ,Giro Account,,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
01/03/2022,Payment,108021,5410,Order 106020, ,,,"3,780.00",Bank Account,GIRO,410,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,PURCHASES,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5810,"Entries, March 2022", ,,,"97,990.88",G/L Account,,411,0.00,,0, ,Withholding Taxes Payable,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5830,"Entries, March 2022", ,,,"14,702.43",G/L Account,,412,0.00,,0, ,Payroll Taxes Payable,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5840,"Entries, March 2022", ,,,"4,518.40",G/L Account,,413,0.00,,0, ,Vacation Compensation Payable,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5920,"Entries, March 2022", ,,,"45,552.00",G/L Account,,414,0.00,,0, ,Corporate Taxes Payable,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5310,"Entries, March 2022", ,,,"-162,763.71",G/L Account,,415,0.00,,0, ,Revolving Credit,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,6210,"Entries, March 2022",Sale,NATIONAL,RAW MAT,"-260,753.46",G/L Account,,416,0.00,SALES,0, ,"Sales, Raw Materials - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"-65,188.36"
01/03/2022, ,2022-3,5610,"Entries, March 2022", ,,,"-65,188.36",G/L Account,,417,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,2310,"Entries, March 2022", ,,,"325,941.82",G/L Account,,418,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,6230,"Entries, March 2022",Sale,EXPORT,RAW MAT,"-112,860.88",G/L Account,,419,0.00,SALES,0, ,"Sales, Raw Materials - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,2320,"Entries, March 2022", ,,,"112,860.88",G/L Account,,420,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,6110,"Entries, March 2022",Sale,NATIONAL,RETAIL,"-74,007.80",G/L Account,,421,0.00,SALES,0, ,"Sales, Retail - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"-18,501.95"
01/03/2022, ,2022-3,5610,"Entries, March 2022", ,,,"-18,501.95",G/L Account,,422,0.00,SALES,0, ,Sales VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,2310,"Entries, March 2022", ,,,"92,509.75",G/L Account,,423,0.00,,0, ,Customers Domestic,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,6130,"Entries, March 2022",Sale,EXPORT,RETAIL,"-7,560.25",G/L Account,,424,0.00,SALES,0, ,"Sales, Retail - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,2320,"Entries, March 2022", ,,,"7,560.25",G/L Account,,425,0.00,,0, ,"Customers, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,7210,"Entries, March 2022",Purchase,NATIONAL,RAW MAT,"179,885.74",G/L Account,,426,0.00,SALES,0, ,"Purch., Raw Materials - Dom.",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"44,971.44"
01/03/2022, ,2022-3,5630,"Entries, March 2022", ,,,"44,971.44",G/L Account,,427,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5410,"Entries, March 2022", ,,,"-224,857.18",G/L Account,,428,0.00,,0, ,"Vendors, Domestic",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,7220,"Entries, March 2022",Purchase,EU,RAW MAT,"6,858.67",G/L Account,,429,0.00,SALES,0, ,"Purch., Raw Materials - EU",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,"1,714.67"
01/03/2022, ,2022-3,5630,"Entries, March 2022", ,,,"1,714.67",G/L Account,,430,0.00,SALES,0, ,Purchase VAT 25 %,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5620,"Entries, March 2022", ,,,"-1,714.67",G/L Account,,431,0.00,SALES,0, ,Purchase VAT 25 % EU,,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5420,"Entries, March 2022", ,,,"-6,858.67",G/L Account,,432,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,7230,"Entries, March 2022",Purchase,EXPORT,RAW MAT,"68,854.35",G/L Account,,433,0.00,SALES,0, ,"Purch., Raw Materials - Export",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,5420,"Entries, March 2022", ,,,"-68,854.35",G/L Account,,434,0.00,,0, ,"Vendors, Foreign",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
01/03/2022, ,2022-3,7240,"Entries, March 2022", ,,,-764.34,G/L Account,,435,0.00,SALES,0, ,"Disc. Received, Raw Materials",,,,0.,,FALSE,0,0,START,EUROPE\NAVSNAP,0.00
